,addr,mobile,realname
976,辽宁省大连庄和市红岩路841号,15641156663,庄河市永兴自行车商店
977,辽宁省丹东市元宝区中富街3-6号,13354159888,丹东方信电动车销售有限公司
978,辽宁省丹东市宽甸县中心路新华书店对面爱玛电动车专卖店,15604153789,宽甸满族自治县城镇顺达五交化商店
979,辽宁省丹东东港市镇北街40号宏达车行,13704251666,东港市大东区宏顺车行
980,辽宁省丹东凤城市老窖酒厂对过加油站隔壁爱玛专卖店,18641552727,凤城市凤凰城经济管理区爱玛电动车专卖店
981,辽宁省本溪市桓仁县桓仁镇黎明街5组40栋8号,18641455656,桓仁爱玛电动车商行
982,辽宁省鞍山海城市中街路中街路三义街东门爱玛专卖店,15941221366,海城市海州区爱玛予电动车商行
983,辽宁省鞍山市台安县胜利路（北联营东）,13065426456,台安县东郊摩托城
984,辽宁省鞍山市铁东区二道街大华商业城,15241248455,鞍山市千山区政达摩托车商行
985,辽宁省盘锦市兴隆台区益天龙商厦西侧永发车行,13352380188,盘锦永发商贸有限公司
986,辽宁省沈阳市浑南新区古城紫镇施加寨仓储服务中心南安华货运院内19号库 ,13386831230,沈阳市沈河区金翔鹰电动车商行
987,辽宁省沈阳市康平县电动车一条街（老烧烤一条街）,13066628764,康平县康平镇鑫庆吉电动车商行
988,辽宁省沈阳新民市中兴西路兴隆百货西行100米,13842051996,新民市中远电动车厂
989,辽宁省沈阳市辽中县辽中镇商业街（卫生防疫站综合楼北数第三户）,13709888455,辽中县兴金龙摩托车商行
990,辽宁省沈阳市法库县法库镇边门街,13624027766,法库县法库镇万兴达电动车商店
991,辽宁省铁岭市调兵山市铁秀路工商局东500米雅马哈专卖店,13898222731,调兵山市鑫达摩托车销售商行
992,辽宁省铁岭市银州区文化路爱玛电动车,,铁岭市银州区大海电动车商店
993,辽宁省铁岭市昌图县昌图镇西街18组254栋1-1号（五金公司一楼）,13704908563,昌图县昌图镇世力摩托车商行
994,辽宁省铁岭市西丰县大通街道5号,18604906688,西丰县西丰镇新东奇车行
995,辽宁省开原市汽配城14号楼,13020396566,开原市鑫顺杰电动车商店
996,辽宁省沈阳市古城子镇施家寨安华物流院内21号,13386831230,抚顺市顺城区悦爱车行
997,辽宁省抚顺市新宾满族自治县新宾镇和平街,13841370707,新宾满族自治县新宾镇铭洋太阳能电动车商行
998,辽宁省辽阳市新华路三道街,13841928756,辽阳市白塔区顺发电动车行
999,辽宁省灯塔市站前街道繁荣街18号,15902493450,灯塔市鑫宏摩托车商行
1000,辽宁省阜新市海州区新华路1-109号,13841836658,阜新市海州区新宝电动车超市
1001,辽宁省阜新市彰武县解放大街爱玛专卖,15134020366,彰武县立新电动车商城
1002,辽宁省北镇市沟帮子镇沟广中大街124号,13904061399,北镇市沟帮子永文电动车行
1003,辽宁省锦州市古塔区解放路2段17-69号金派电动车自行车超市,18002403555,古塔区小风电动车商店
1004,辽宁省锦州市义县东街路北12-2号,13840620791,义县义州镇汇丰电动车商行
1005,辽宁省锦州市黑山县新立屯镇通川街,13190409118,黑山县新立屯新顺自行车商场
1006,辽宁省朝阳市双塔区友谊大街3段4-4号,13904211195,双塔区岳玛车行
1007,辽宁省凌源市南街爱玛电动车门市,15942116351/18842112255,凌源市宏图电动车门市
1008,辽宁省朝阳市喀左县大城子镇龙城摩托销售有限公司,13591884888,喀左县大城子镇龙跃电动车城
1009,辽宁省朝阳市建平县建达小区,18642189777/13591841002,建平县红山国徽电动车行
1010,辽宁省葫芦岛兴城市古城街爱玛专卖店,13898282555,兴城市爱玛电动车商店
1011,辽宁省葫芦岛市绥中县绥中镇胜达摩托车商场,13019985788,绥中县绥中镇世利达电动车商场
1012,辽宁省葫芦岛市连山区金秋宾馆西侧150米,15898208222,葫芦岛市连山区新华大街超月电动车商行
1013,内蒙古呼伦贝尔阿荣旗中央大街振宇自行车/电动车商城,18748478777,阿荣旗那吉镇振宇自行车商场
1014,内蒙古呼伦贝尔市鄂伦春自治旗大杨树镇,15047013999,鄂伦春自治旗大杨树镇浩大摩托车商场
1015,内蒙古省扎兰屯市中央南路新华书店一楼爱玛电动车,13948400032,扎兰屯市鑫玛电动车商店
1016,内蒙古呼伦贝尔市莫旗尼尔基镇转盘道西100米,13848073388,尼尔基镇老六电动车商行
1017,内蒙古省满洲里市扎区新华南路东明电动车商行,15048010888,满洲里市扎区永明电动车商场
1018,内蒙古呼伦贝尔市额尔古纳市拉布林蒙星花苑小区3号楼7号门市,15547086088,额尔古纳市拉布大林启明家电摩托车商城
1019,内蒙古呼伦贝尔市海拉尔区向华办西四道街粮贸综合楼9号,13947028828,海拉尔区海辆电动车商店
1020,内蒙古呼伦贝尔牙克石市中央街三道街温州城超越自行车行,15548042816,牙克石市超越自行车商店
1021,内蒙古省兴安盟乌兰浩特市复兴西街鑫敏电动车商行,15034800166,乌兰浩特市鑫敏电动车商行
1022,内蒙古兴安盟扎赉特旗三江百货道北,13847936261,扎赉特旗冬喜电动车行
1023,内蒙古兴安盟科尔沁右翼中旗巴镇金润28号,15344259778,科右中旗爱玛电动车行
1024,内蒙古兴安盟突泉县华丰街爱玛专卖店,13947485188,突泉县突泉镇东辰日杂商店
1025,内蒙古通省通辽市开鲁县开鲁镇和平街民族路27-9号,15750501991,开鲁县开鲁镇胜源爱玛电动车店
1026,内蒙古省霍林郭勒市明升小区9栋1号楼,13284889011,霍林郭勒超王自行车配件商店
1027,内蒙古通辽市科尔沁区交通路（批发西门观光大厦一楼）,13948651999,通辽市科尔沁区交通路佳和电动车商行
1028,内蒙古省通辽市奈曼旗大旗粮食局楼下奈曼大街3025号,15004900195,奈曼旗大镇爱玛电动车店
1029,内蒙古省赤峰市元宝山区平庄镇汽车站北走200米,13948685134,元宝山区朱艳平爱玛电动车行
1030,内蒙古省赤峰市红山区三中街,13948460111,赤峰市徐勇爱玛电动车行
1031,内蒙古赤峰市锦山镇桥头车行,13722066988,喀喇沁旗大桥头自行车行
1032,内蒙古赤峰市敖汉旗新惠镇新化路水利局西侧,13404894543,敖汉旗新惠爱玛电动车门市
1033,内蒙古赤峰市克什克腾旗爱玛专卖店,13789691904,克什克腾旗经棚镇爱玛电动车行
1034,内蒙古赤峰市宁城县县城爱玛专卖店,13947698766,宁城县爱玛车行
1035,内蒙古省集宁市四马路中段爱玛电动车旗舰店,18604743859,集宁区爱玛电动车门市部
1036,内蒙古乌兰察布丰镇市温洲街爱玛电动车专卖店,13789447674,丰镇爱玛电动车门市部
1037,内蒙古省乌兰察布市商都县福象电动车,13294749995,商都县福象电动车门市部
1038,内蒙古省乌兰察布市化德县知青路爱玛专卖店,15847401126,化德县建平爱玛电动车经销部
1039,内蒙古乌兰察布市兴和县兴胜市场,13847467632,兴和县薛建国爱玛电动车专卖店
1040,内蒙古凉城市凉城县城关镇安琪尔电动车,18604849966,凉城县爱秀电动车经销部
1041,内蒙古鄂尔多斯市鄂托克旗棋盘井镇工业园区,18947091515,鄂托克旗王平电动车批发部
1042,内蒙古鄂尔多斯市杭锦旗锡尼镇百灵路,15947176448,杭锦旗锡尼宇通摩托修配中心
1043,内蒙古鄂尔多斯市沙圪堵经济技术开发区迎宾路文兵摩托车销售部,13947742778,准格尔旗沙圪堵文兵摩托车销售部
1044,内蒙古准格尔旗薛家湾通达路,15134824666,准格尔旗爱玛电动车经销部
1045,内蒙古鄂尔多斯市乌审旗一马路邮政局对面,18648017518,乌审旗金俊爱玛电动车自行车经销部
1046,内蒙古省达拉特旗树林昭镇,13734876068,达拉特旗爱玛电动车专卖店
1047,鄂托克前旗敖镇三段地北路鑫悦小区面向东底商,15704866888,鄂托克前旗新福康摩托车修理部 
1048,内蒙古省东胜区达拉特北路粮食局底商爱玛专卖店,13019582229,东胜区刘霞爱玛电动车销售部
1049,内蒙包头市九原区沙河街富康小区8号店,13947257592,包头市九原区沙河镇永星车行
1050,内蒙古省包头市土默特右旗萨拉旗大南街中心岛南200米路东,15848831115,土默特右旗萨拉齐爱玛电动车门市部
1051,内蒙古省昆都仑区青年路爱玛专卖店,13789528293,昆区清延电动车行
1052,内蒙古省包头市青山区幸福路爱玛专卖,13947219809,青山区腾飞车行
1053,内蒙古省包头市东河区南门外大街10号,13015059298,包头市东河区万利车行
1054,内蒙古省乌海市海渤湾区人民南路五一商店外围爱玛专卖,15048325067,海勃湾鑫宇车行
1055,内蒙古省呼和浩特市玉泉区大北街,18947911717,新城区爱玛电动车经销部
1056,内蒙古巴彦淖尔盟临河区解放街新大东对面澳柯玛专卖店,13947826300/13634782633,临河区凯达电动车行
1057,内蒙古巴彦淖尔盟杭锦后旗陕坝镇二运底楼东7号,13948397849,杭锦后旗陕坝镇爱玛电动车店
1058,内蒙古省巴彦淖尔盟五原县隆兴昌东大街爱玛专卖店,15847810962,五原县爱玛电动车经营部
1059,内蒙古巴彦淖尔盟乌拉特中旗海流图镇祥龙车行,13947800192,乌拉特中旗祥龙车行
1060,内蒙古巴彦淖尔市乌拉特前旗乌拉山镇红卫北路,18604898881,乌拉特前旗乌拉山巨凤自行车大世界
1061,内蒙古巴彦淖尔盟磴口县巴镇东风路南公安局楼下,13204783995,磴口县腾飞车行
1062,内蒙古锡林浩特市镶黄旗爱玛专卖店,15947298653,镶黄旗爱玛电动车专卖店
1063,内蒙古锡林郭勒盟太仆寺旗宝昌镇建南西街,13654893267,太仆寺旗宝昌三利车业
1064,内蒙古省锡林浩特市正蓝旗第二中学东20米,15374892111,正蓝旗上都镇爱玛电动车专卖店
1065,内蒙古省锡林浩特市锡林大街杭盖路千喜龙苑商业楼,13084797984,锡林浩特市爱玛电动车专卖店
1066,内蒙古锡林郭勒盟多伦县向阳路爱玛电动车,15847913118,多伦县东方车业
1067,内蒙古阿拉善盟额济纳旗人民路爱玛专卖店,13948055096,额济纳旗万虎电动车行
1068,宁夏省石嘴山市大武口区文明北路隆兴商业广场A区,13709528118,大武口区横源电动车行
1069,宁夏省石嘴山市惠农区邮政路嘉园小区5号楼7号,18209522485,惠农区爱青电动车商行
1070,宁夏省吴忠市青铜峡市小坝古峡西街,13995358790,青铜峡市爱玛电动车经销部
1071,宁夏省固原市中山南路,13469541698,宁夏省固原市邵莉
1072,宁夏省中卫市鼓楼大街爱玛专卖店,15609554999,中卫市成丰商贸有限公司
1073,宁夏省中卫市中宁县西街影剧院爱玛电动车专卖店,15595153699,中宁县爱玛电动车销售维修部
1074,宁夏省中卫市海原县海城镇东环路,18152461999,海原县海城镇爱玛电动车行
1075,宁夏省银川市兴庆区建发家世界广场,18695303999,银川市宁捷商贸有限公司
1076,青海省西宁市七一路252号,13327651230,青海弛诺商贸有限公司
1077,山东省济南市历下区解放路121号,13906402350,济南圣达辉电动车有限公司
1078,山东省济南市长清区峰山路黄河商场东门北临爱玛专卖店,13305317355,济南市长清区爱玛电动车销售部
1079,山东省济南市济阳县城纬二路经四路路口东南角沿街楼,13791050868,济阳县百顺电动车商店
1080,山东省济南市平阴市黄河路中段路东小羚羊专卖店,13954195946,平阴县顺利家电经营部
1081,山东省济南市商河县商中路武装部队对过爱玛专卖店,13153020888,商河县富士达自行车商行
1082,山东省德州市经济开发区北方电动车批发市场/德城区解放中大道495号,15805346555,德州市德城区富达车行
1083,山东省德州市宁津县正阳路莲花超市对过新世纪车业有限公司,13573410982,宁津县新世纪摩托电动车超市
1084,山东省德州市夏津县新工街爱玛电动车专卖店,13105346888,夏津县爱玛电动车商行
1085,山东省德州市临邑县苍圣大街东首路南爱玛电动车,18753471678,临邑县万宝路电动车商场
1086,山东省德州市庆云县城区中心街859号,15953780908,庆云县奥蕾电动自行车销售中心
1087,山东省德州市齐河县齐鲁大街爱玛电动车专卖店,13625346363,齐河县振华车品配件商店
1088,山东省德州市禹城县物资局对面,13905449658,禹城市爱玛电动自行车专卖店
1089,山东省德州市乐陵市兴乐商厦（商业大厦）交通组,15953779492,乐陵市张健电动车销售处
1090,山东省胶州市胶州路与广州路十字路口东20米路北,13953253828,青岛金福吉祥商贸有限公司
1091,山东省莱西市威海中路,13791803288,莱西市小乔车行
1092,山东省青岛市黄岛区富春江路32号,13964847789/18974730012,青岛美越佳工贸有限公司
1093,山东省青岛市李沧区九水路39-5,18563918668,青岛市李沧区鑫银城摩托车销售中心
1094,山东省青岛市即墨市烟春路651号凌云摩托车公司,13906483535/15953226222,青岛颐祥摩托车销售有限公司
1095,山东省青岛市城阳区泽惠贸易中心B座29号,13905422179/13061215399,青岛泽惠爱玛电动车有限公司
1096,山东省青岛市平度市济南路中段爱玛专卖店,13573288999/13954292587,青岛市二郭摩托车销售有限公司
1097,山东省青岛市胶南市辛河街11号爱玛专卖店,13573287077/18653296268,青岛万达汽车销售有限公司
1098,山东省日照市莒县青年中路11号,13906332113,莒县全浩电动车经销中心
1099,山东省日照市五莲县罗山路28号,18906332626,日照凌云工贸有限公司五莲家电摩托车商场
1100,山东省日照市海曲中路23号大昌摩托城,13963338111/13806336926,日照新世纪工贸有限公司
1101,山东省烟台市芝罘大海阳路49号,13953566088,烟台港隆商贸有限公司
1102,山东省烟台市福山区福海路与县府街路口西南泰宏车行,15564566987,福山区城区泰宏平衡车商行
1103,山东省烟台市牟平区工商大街619号,18660095817,山东牟平农业机械有限责任公司
1104,山东省烟台市莱山区迎春大街宜丰商厦3区1号,13589778526,莱山区腾达摩托车商场
1105,山东省烟台市开发区鑫源大厦21号,13793586665,烟台开发区华信商行
1106,山东省烟台市莱阳市旌旗路221号红星交电商场,13780920567,莱阳市红星交电商场
1107,山东省烟台市招远市金城广场都市佳人电动车行,15053542222,招远豪诺商贸有限公司
1108,山东省烟台市蓬莱市东关路127号,13589898903,蓬莱市登州爱玛车行经销处
1109,山东省烟台市龙口市黄城劳动局南200米路东,13953561815,龙口市黄城德益电动车商店
1110,莱州市府东街49号爱玛电动车专卖店,15315169866,莱州市府东街顺达电动车商店
1111,山东省威海市高技术产业开发区颐顺园10-6号,13884798884,威海高技术产业开发区小付电动车行
1112,山东省威海市草庙子镇红绿灯南100米爱玛专卖店,18663102369,威海临港经济技术开发区草庙子镇修凤电动车超市
1113,山东省威海市工业高区初村镇驻地,13562147459,威海高技术产业开发区汇源家电摩托车商场
1114,山东省威海市文登市文山路58号长风摩托车销售有限公司,13276312988,文登市长风摩托车销售有限公司
1115,山东省威海市荣成南山北路72号三友实业有限公司,13406309288,荣成市三友实业有限责任公司
1116,山东省威海市乳山市青山路海峰摩托车城,18763130888,乳山市德通贸易有限公司
1117,山东省泰安市老汽车站对面春升大厦商贸有限公司,,泰安市春升商贸有限公司
1118,山东省泰安市新泰市新汶大街中段,,新泰市双龙经贸有限公司
1119,山东省临沂市兰山区工业大道与启,,临沂博美车业有限公司
1120,山东省临沂市苍山县南环路中段,,兰陵县成豪电动车经营部
1121,山东省临沂市莒南县城新建路南段,,山东省临沂市莒南县王维明
1122,山东省临沂市临沭县常林东大街9号,,山东省临沂市临沭县杨大建
1123,山东省临沂市费县费城镇建设路中段,,费县费城镇恒久摩托车经营部
1124,山东省临沂市平邑县老公安局路东,,平邑县鲁轻电动车经营部
1125,山东省临沂市沂南县花山路商贸大厦一楼,,沂南县爱玛电动车专卖店
1126,山东省临沂市蒙阴县新城路东段,,蒙阴县鸿源电动车销售中心
1127,山东省临沂市沂水县深化街9-2号爱玛专卖店,,沂水县大鑫电动车商店
1128,山东省泰安市宁阳县富源巷北门,,宁阳县建军车行
1129,山东省泰安市东平县东原公安局广场东爱玛专卖店,,东平县澳源车辆销售中心
1130,山东省泰安市肥城市上海路农机公司沿街楼爱玛专卖店,,肥城市顺通达摩托车行
1131,山东省潍坊市奎文区民生东街17号爱玛电动车专卖店,13280706706/13863631456,潍坊万恒车业销售有限公司
1132,山东省潍坊市安丘市一马路北关派出所对面爱玛专卖店,13869664828,安丘市龙骏电动车销售中心
1133,山东省潍坊市寿光市渤海路南纬摩托车商城,13589155840,寿光市仁爱电动车经营部
1134,山东省潍坊市诸城市广场路32号百顺商场自行车部,18553635888,诸城市宏利自行车经营部
1135,山东省潍坊市临朐县大转盘向东80米兴龙电动车,18366383666,临朐县隆德电动车商城
1136,山东省潍坊市昌邑县新兴街301号爱玛电动车,13791882111,昌邑市新兴街爱玛车行
1137,山东省潍坊市高密市立新街1318号爱玛专卖店,13864683613,高密市新宇电动车销售中心
1138,山东省潍坊市昌乐县京昌路228号,13021537557,昌乐金城摩托车有限公司
1139,山东省潍坊市青州市红光路口60米路南,15966172999/15615862777,青州市骏财电动车经营部
1140,山东省东营市东营区胶州路福前小区赵纪车行,13465261777,东营区东城赵鹏翔车行
1141,山东省东营市东营区西三路27号,18654627287,东营区福满园电动车经营部
1142,山东省东营市河口区中心路步行街爱玛电动车,13210348866,河口区步行街雁龙电动车大世界
1143,广饶县兵圣路166号,18954685727/13678611688,广饶县鑫钰摩托城
1144,山东省济宁市曲阜市静轩西路80号一层东首(城区),15376526123,曲阜市阳光车业
1145,山东省济宁市邹城县铁山路199号,13963728888,邹城市爱尚玛商贸有限公司
1146,山东省济宁市鱼台县鱼新一路爱玛专卖,13287278868,鱼台县鹿超摩托车销售有限公司
1147,山东省济宁市泗水县泗河办人民路中段,18754783999,泗水县泗河办文博电动车行
1148,山东省济宁市梁山县城青年路52号院内,13563700070,梁山县梁冠商贸有限公司
1149,山东省济宁市嘉祥县研兰中街100号,13012658886,济宁市毅润电动车有限公司
1150,山东省济宁市琵琶山路37号爱玛专卖店/运河路秀水城向南500米路东,13639435077,济宁市天波商贸有限公司
1151,"山东省济宁市兖州区中御桥路29号 
",15963730999,济宁市兖州区恒大摩托车销售有限公司
1152,山东省济宁市汶上县老百货大楼,13854773128,汶上县启动爱玛电动车经营部
1153,山东省枣庄市文化中路32号,13563288066,枣庄市市中区爱玛电动车专卖店
1154,滕州市平行路今孔府向南5-10号爱玛旗舰店,18266061111,滕州市荆河恒丰车行
1155,山东省济宁市微山县城后路65号,13176037777,微山县夏镇汇欣电动车行
1156,山东省枣庄市薛城区临山路357-5号,15589278666,薛城区富王摩配经营部
1157,山东省枣庄市台儿庄区兴中路爱玛专卖店,15263202222,台儿庄区兴中路德峰电动车商行
1158,山东省淄博市张店区东四路44号外贸仓库-杨京军,18606382518,淄博骑无忧车业有限公司
1159,山东省淄博市博山区沿河东路22号光明摩托车有限公司,13953343088,博山城东鑫明摩托车销售部
1160,山东省淄博市淄川吉祥路169号,15153333519,淄川般阳金赢电动车经营部
1161,山东省淄博市临淄区牛山路235号甲2,13853382168,临淄区雪宫比德文电动车店
1162,山东省淄博市高青县汽车站往北100米,15589339338/15564452777,高青县中心路吸引力电动车超市
1163,山东省淄博市沂源县居家城中心街南麻东和电动车,13508951253/18505335818,沂源县南麻东和电动车行
1164,山东省淄博市桓台县商业街（百货大楼向东100米路南）,15153368836,桓台县索镇超越电动车销售中心
1165,山东省滨州市黄河2路爱玛电动车专卖店,18663099999,滨州市滨城区新世纪电动车销售中心
1166,山东省滨州市无棣县棣新一路235号,15254380996,无棣县益德电动车销售中心
1167,山东省滨州市沾化县县城沿河路北首,13792272618,沾化吉祥商贸有限公司
1168,山东省滨州市邹平县东升商场爱玛电动车专卖店,13589420566/13754651999,邹平新世界摩托车销售中心
1169,山东省滨州市惠民县城东门街林业局一楼,13405437875,惠民县孙武镇爱玛电动车专卖店
1170,山东省滨州市阳信县幸福1路821号,13605435636,阳信县信城奥斯电动车专卖店
1171,山东省莱芜市汶河大道秀水佳园爱玛电动车专卖店,15606347222,莱芜市万国环宇商贸有限公司
1172,山东省聊城市利民东路15号,13793084444,聊城市东昌府区军豪电动车商行
1173,山东省聊城市莘县新华路北首,13306357212,莘县鲁轻电动车门市部
1174,山东省聊城市高唐县恒冠物流园2号仓库,13287553678,高唐县合力车行
1175,山东省聊城市临清县永清路中段,13210462294,临清市永清路爱玛电动车专卖店
1176,山东省聊城市茌平县汇鑫路王庄村,13563031688,茌平县王建车行
1177,山东省聊城市冠县清泉建设路120号,13906358292,冠县飞达电动车商行
1178,山东省聊城市阳谷县狮子楼路100米路东,15192175555,阳谷县狮子楼路爱华电动车经销部
1179,山东省菏泽市巨野县前进路中段新世纪车业,15020549999,巨野县新世纪精品车行
1180,山东省菏泽市郓城县西门街十八中南80米路东,18053021998,郓城县新世纪爱玛电动车行
1181,山东省菏泽市鄄城县鄄三路建行南,13793032008,鄄城县爱玛电动车经营部
1182,山东省菏泽市东明县五四路中段,13561306698,东明县爱玛电动车商行
1183,山东省菏泽市曹县李家林路口东爱玛专卖店,15265009980,曹县磐石办事处明升电动车门市部
1184,山东省菏泽市定陶县南大街范蠡商场向东100米,13954097726,菏泽市定陶区盛岚电动车行
1185,山东省菏泽市成武县大医院东段路新大街爱玛专卖,15153028111,成武县文涛电动车销售服务中心
1186,山东省菏泽市单县西环胜利西路398号爱玛专卖,15562751299,单县爱玛电动车专卖店
1187,太原市杏花岭区凯旋街口东峰碳素有限公司院内,13700514716,太原市杏花岭区宏大诚福商行
1188,山西省吕梁市文水县城东大街17号,13593418884,文水县凌志家电经营部
1189,山西省吕梁市临县城内太和北路（工农街）,15935854899,临县福瑞商行
1190,山西省吕梁市孝义市新义西街,135033583651,孝义市利军车行
1191,山西省吕梁市交城县新开北路,13994826606,交城县天宁凯达自行车经销部
1192,汾阳市南关南薰街爱玛电动车专卖店,18635877112,汾阳市隆昌自行车家俱店
1193,山西省离石区众爱电动车商行,13934153068,吕梁市离石区众爱电动车商行
1194,山西省吕梁市兴县西关爱玛专卖店,15834230166,兴县爱玛门市部
1195,山西省吕梁市中阳县凤城南街,13753809890,中阳县彦文摩托配件门市部
1196,山西省吕梁市柳林县柳林镇青龙银源对面,13935830090,柳林县鸿运车行
1197,山西省吕梁市岚县县城民觉社区秀容街运管所对面,15235807703,岚县爱玛电动专卖店
1198,山西省晋中市太谷县新建路35号爱玛电动车,13663645749,太谷县荣军车行
1199,山西省晋中市平遥县顺城路85号,13935422285,平遥县顺城路瑜晨捷电动车经销部
1200,山西省晋中市和顺县新和路61号,13513681366,和顺县李卫东车行
1201,山西省晋中市榆社县迎春北路42号,13935431418,榆社县爱美电动车
1202,山西省晋中市寿阳县朝阳街（日光大道）,13834080538,寿阳县立新摩托车行
1203,山西省晋中市左权县辽山路彩印商厦院内,13509746444,左权县海燕电动车经销部
1204,山西省晋中市灵石县翠峰镇百隆商城后院,13994585699,灵石县翠峰镇卫红自行车销售部
1205,山西省晋中市昔阳县城外环路（留庄村沿街商铺A段）,13466886898,昔阳县亨通车行
1206,山西省晋中市祁县新建南路162号五交化公司,15935457736,祁县飞龙车行
1207,山西省晋中市介休市新建西路火车站东88米,13994566321,介休市城区恩泰车行
1208,山西省晋中市榆次县花园路19-21号,13593063498,榆次聚鑫五交化经销部
1209,山西省长治市英雄南路42号,18835585888,长治市城区效方阳光自行车店
1210,山西省长治市沁源县沁河镇齐泉街常青市场东5排5号,13111254135,沁源县沁河镇利民电动车门市
1211,山西省长治市襄垣县西街188号爱玛专卖店,15835152218,襄垣县爱玛电动车专卖店
1212,山西省长治市沁县定昌镇人民路105号,13133256363,沁县二飞电动车专卖店
1213,山西省长治市长子县丹朱街鑫威超市对面,13834290366,长子县双慧电动车经销部
